Brand,Model,Year,Kilometer Driven (km),Fuel Type,Transmission Type,Location,Price (INR)
Honda,Civic,2015,117320,Diesel,Manual,New Delhi,212402.0
Mercedes,E-Class,2010,136550,Electric,Automatic,Ahmedabad,5729517.5
BMW,3 Series,2009,100146,Electric,Automatic,Hyderabad,3234978.1
Toyota,Corolla,2023,82155,Electric,Automatic,Kolkata,1087676.75
Ford,EcoSport,2020,21856,CNG,Automatic,Kolkata,496721.6
BMW,3 Series,2014,5622,Electric,Manual,Pune,3399156.7
Toyota,Corolla,2004,85097,Diesel,Manual,Bangalore,207235.45
Nissan,Magnite,2016,198162,CNG,Manual,Ahmedabad,150275.7
Audi,A6,2012,30529,CNG,Automatic,Pune,4845420.65
Hyundai,Verna,2016,193066,Electric,Manual,Chennai,401040.1
Hyundai,Elantra,2013,14918,Diesel,Manual,Bangalore,777762.3
Honda,City,2014,43108,Electric,Automatic,Bangalore,493533.8
Nissan,Magnite,2014,181461,Electric,Automatic,Ahmedabad,50000.0
Tata,Altroz,2016,136390,Electric,Automatic,New Delhi,149541.5
Toyota,Fortuner,2011,154210,Petrol,Automatic,Ahmedabad,2726868.5
Hyundai,Elantra,2023,174915,Diesel,Manual,Ahmedabad,1203762.75
Maruti Suzuki,Dzire,2017,95535,Diesel,Manual,Hyderabad,205669.75
BMW,X5,2014,160602,CNG,Automatic,Pune,7445909.7
Maruti Suzuki,Dzire,2001,36532,CNG,Manual,Chennai,50000.0
BMW,M3,2010,27613,CNG,Manual,Pune,6695858.05
Tata,Harrier,2000,179844,Electric,Manual,Kolkata,423023.4
Ford,Endeavour,2016,69131,Electric,Manual,Chennai,2539630.35
Hyundai,Creta,2014,143212,Electric,Manual,Bangalore,978518.2
Mercedes,S-Class,2021,121523,Petrol,Manual,Pune,9761771.55
Ford,Endeavour,2013,178675,Electric,Automatic,Bangalore,2443198.75
Ford,Endeavour,2010,106261,Electric,Manual,Kolkata,2234060.85
Mercedes,S-Class,2004,169733,Electric,Automatic,Mumbai,8924540.05
BMW,M3,2000,76156,Petrol,Manual,Hyderabad,6258576.6
Honda,Civic,2022,28504,CNG,Automatic,Pune,545724.4
Honda,City,2013,61397,CNG,Manual,Kolkata,360790.45
Ford,Fiesta,2014,171853,Petrol,Automatic,Ahmedabad,50000.0
Audi,Q5,2014,110788,CNG,Manual,New Delhi,5533381.8
Mercedes,C-Class,2011,148934,Electric,Automatic,Kolkata,4327659.9
Hyundai,Verna,2006,166603,Petrol,Manual,Hyderabad,50000.0
Hyundai,Creta,2013,170516,CNG,Automatic,Chennai,824422.6
Maruti Suzuki,Swift,2024,8298,Electric,Manual,Bangalore,568755.3
Toyota,Corolla,2008,115682,Diesel,Manual,New Delhi,362647.7
Ford,Fiesta,2008,89133,Petrol,Manual,Pune,50000.0
Ford,EcoSport,2007,196788,Petrol,Manual,Pune,50000.0
Honda,Civic,2000,139758,Diesel,Automatic,Chennai,50000.0
BMW,M3,2014,151844,Diesel,Manual,New Delhi,6977223.4
Hyundai,Verna,2004,6956,CNG,Automatic,Chennai,50000.0
Mercedes,E-Class,2015,180473,CNG,Manual,Ahmedabad,5992929.05
Hyundai,Verna,2002,127233,Electric,Manual,Mumbai,50000.0
Hyundai,Elantra,2003,181252,Electric,Automatic,Bangalore,222812.2
Ford,Endeavour,2012,27779,Diesel,Manual,Bangalore,2345833.15
Ford,Fiesta,2011,42732,Petrol,Manual,Pune,50000.0
Nissan,Magnite,2017,40008,Diesel,Automatic,Pune,163998.8
BMW,X5,2002,17104,Electric,Manual,Hyderabad,6817434.4
BMW,X5,2007,90485,Diesel,Manual,Hyderabad,7086427.25
Hyundai,Elantra,2002,175788,Petrol,Automatic,Mumbai,193631.8
Honda,Jazz,2005,125575,Petrol,Manual,Mumbai,50000.0
Audi,A4,2016,9837,Diesel,Manual,Pune,3998524.45
Toyota,Corolla,2016,166838,Diesel,Manual,Ahmedabad,724974.3
Hyundai,Verna,2021,151856,Diesel,Automatic,Kolkata,677221.6
BMW,X5,2016,84421,CNG,Manual,Kolkata,7587336.85
Honda,Civic,2007,107494,Petrol,Manual,Bangalore,50000.0
Audi,A6,2001,184956,Electric,Manual,Kolkata,4242256.6
Honda,Civic,2019,29585,CNG,Automatic,New Delhi,475562.25
Honda,Civic,2024,109763,CNG,Automatic,Hyderabad,613535.55
Mercedes,S-Class,2001,58294,Diesel,Manual,Bangalore,8861255.9
Tata,Altroz,2022,15095,Petrol,Manual,Chennai,397735.75
Toyota,Fortuner,2015,66128,CNG,Automatic,Kolkata,2990080.8
Hyundai,Verna,2008,163086,Diesel,Automatic,Bangalore,55537.1
Audi,Q5,2020,43616,Petrol,Manual,New Delhi,5743457.6
Maruti Suzuki,Vitara Brezza,2016,128514,Diesel,Automatic,Pune,300722.9
Tata,Nexon,2024,151280,Electric,Automatic,Kolkata,807308.0
Hyundai,Creta,2022,199997,Electric,Manual,Bangalore,1390000.45
Maruti Suzuki,Vitara Brezza,2013,162386,Electric,Manual,Bangalore,195642.1
Honda,City,2018,179982,Diesel,Manual,Mumbai,703002.7
Maruti Suzuki,Vitara Brezza,2013,105588,Petrol,Manual,New Delhi,264161.8
Nissan,Terrano,2022,134786,Diesel,Automatic,Ahmedabad,1149782.1
Honda,City,2008,50162,Petrol,Automatic,Bangalore,142475.7
Ford,Fiesta,2000,67133,Diesel,Automatic,Ahmedabad,50000.0
Audi,A6,2020,70606,Petrol,Automatic,Kolkata,5259409.1
Audi,A6,2013,50198,Petrol,Manual,Chennai,4892470.3
Hyundai,Verna,2005,70588,Electric,Manual,New Delhi,50000.0
BMW,X5,2022,38040,CNG,Automatic,Pune,7814294.0
Ford,Endeavour,2019,85885,Electric,Manual,Mumbai,2687117.25
Toyota,Corolla,2016,7038,CNG,Automatic,New Delhi,748944.3
Mercedes,S-Class,2015,5737,CNG,Automatic,Chennai,9549139.45
Ford,EcoSport,2022,67816,Electric,Manual,Pune,659827.6
Toyota,Innova,2012,49921,CNG,Manual,Chennai,912511.85
Nissan,Kicks,2005,165039,Petrol,Manual,Chennai,195244.15
Honda,City,2007,182400,Diesel,Manual,Mumbai,72640.0
Nissan,Kicks,2005,29268,Diesel,Automatic,Chennai,195609.8
Audi,A6,2005,71804,Diesel,Manual,Mumbai,4539229.4
Audi,A6,2007,69998,Petrol,Manual,Kolkata,4569500.3
Honda,City,2011,25196,CNG,Automatic,Mumbai,346220.6
Mercedes,S-Class,2004,198902,Diesel,Manual,New Delhi,8970164.7
Nissan,Magnite,2002,107803,Diesel,Manual,Kolkata,50000.0
Maruti Suzuki,Swift,2018,154283,CNG,Automatic,Pune,226857.55
Audi,Q5,2017,158575,CNG,Automatic,Ahmedabad,5626213.75
Maruti Suzuki,Swift,2021,40497,CNG,Manual,Chennai,363925.45
Ford,Fiesta,2013,186163,Petrol,Manual,Kolkata,50000.0
Toyota,Innova,2013,77612,Petrol,Automatic,Bangalore,988358.2
Maruti Suzuki,Dzire,2001,198692,CNG,Automatic,Kolkata,50000.0
Hyundai,Elantra,2021,86659,Diesel,Automatic,Chennai,1057001.15
Ford,Endeavour,2021,5172,Electric,Manual,Bangalore,2869224.2
Audi,A6,2018,197631,Petrol,Manual,Bangalore,5150355.35
BMW,M3,2002,74938,Electric,Manual,Pune,6288759.3
Maruti Suzuki,Dzire,2018,154926,Diesel,Automatic,Hyderabad,296761.1
Maruti Suzuki,Swift,2014,153271,Diesel,Manual,Bangalore,50000.0
Nissan,Terrano,2020,157469,Diesel,Manual,Bangalore,1096379.65
Hyundai,Verna,2023,145926,Electric,Manual,New Delhi,778111.1
BMW,M3,2016,54092,CNG,Automatic,Pune,6991886.2
Maruti Suzuki,Dzire,2015,182555,CNG,Automatic,New Delhi,222616.75
Mercedes,S-Class,2014,164565,CNG,Manual,Mumbai,9475315.25
BMW,3 Series,2001,95040,Diesel,Manual,Chennai,2755744.0
Ford,Endeavour,2022,22740,Petrol,Manual,Hyderabad,2876589.0
Hyundai,Verna,2001,23861,Electric,Manual,Bangalore,50000.0
Toyota,Corolla,2018,112867,Electric,Automatic,Hyderabad,853069.95
Toyota,Innova,2002,171285,CNG,Manual,Hyderabad,444307.25
Maruti Suzuki,Vitara Brezza,2022,198951,Electric,Automatic,Bangalore,670157.35
Nissan,Kicks,2005,61938,CNG,Manual,Hyderabad,190709.3
Hyundai,Verna,2004,143622,Diesel,Manual,New Delhi,50000.0
Hyundai,Creta,2014,127514,Diesel,Automatic,Bangalore,930872.9
Mercedes,S-Class,2005,163990,Electric,Automatic,Pune,8925401.5
Nissan,Kicks,2017,64493,Electric,Manual,Mumbai,870326.05
Mercedes,C-Class,2019,15446,Petrol,Manual,New Delhi,4777683.1
Toyota,Fortuner,2002,86903,CNG,Manual,Mumbai,2386964.55
Ford,Endeavour,2009,124878,Diesel,Manual,Mumbai,2231268.3
Audi,A4,2002,105585,CNG,Manual,Bangalore,3364162.25
Maruti Suzuki,Vitara Brezza,2010,37619,CNG,Manual,Chennai,64357.15
Mercedes,E-Class,2016,31924,Electric,Manual,Ahmedabad,6045211.4
BMW,3 Series,2006,131019,CNG,Automatic,Chennai,3030347.15
Nissan,Terrano,2017,144995,CNG,Automatic,New Delhi,928250.75
BMW,X5,2016,39820,Electric,Manual,Bangalore,7644027.0
BMW,3 Series,2020,165658,CNG,Automatic,Pune,3705151.3
Ford,Fiesta,2020,10093,Petrol,Manual,Mumbai,428486.05
Maruti Suzuki,Dzire,2006,104369,Electric,Automatic,Hyderabad,50000.0
Honda,City,2005,144524,CNG,Manual,Kolkata,50000.0
Hyundai,Elantra,2012,157013,Petrol,Manual,Mumbai,696448.05
Honda,Jazz,2017,102139,Petrol,Automatic,Pune,314679.15
Mercedes,S-Class,2014,100847,Petrol,Automatic,Mumbai,9484872.95
Tata,Harrier,2022,108696,CNG,Manual,Mumbai,1553695.6
Toyota,Fortuner,2000,21320,Electric,Manual,Kolkata,2246802.0
Tata,Nexon,2005,36555,CNG,Automatic,Chennai,50000.0
Tata,Altroz,2006,153005,CNG,Automatic,Bangalore,50000.0
BMW,X5,2012,121943,Petrol,Automatic,Ahmedabad,7281708.55
Ford,EcoSport,2024,47931,CNG,Automatic,Mumbai,792810.35
Audi,A4,2007,142144,Electric,Manual,Mumbai,3578678.4
Maruti Suzuki,Vitara Brezza,2011,17160,CNG,Automatic,Mumbai,147426.0
Tata,Nexon,2018,154193,Electric,Manual,Ahmedabad,556871.05
Hyundai,Creta,2009,184675,Electric,Automatic,Pune,622298.75
Audi,A6,2020,95318,Electric,Automatic,New Delhi,5285702.3
Audi,A6,2012,86233,Petrol,Manual,Chennai,4807065.05
Honda,Jazz,2006,57976,Petrol,Automatic,Ahmedabad,50000.0
Toyota,Innova,2014,157279,CNG,Manual,Bangalore,1056408.15
Audi,Q5,2016,172474,Electric,Manual,Kolkata,5474128.9
Audi,A4,2019,128522,Electric,Manual,Bangalore,4210721.7
Ford,Endeavour,2018,158845,CNG,Automatic,Pune,2656173.25
Toyota,Innova,2005,71212,Petrol,Automatic,Ahmedabad,589318.2
Hyundai,Elantra,2003,135550,Electric,Manual,New Delhi,279667.5
Mercedes,C-Class,2013,48379,Diesel,Manual,Mumbai,4442743.15
Tata,Altroz,2002,115765,CNG,Automatic,Hyderabad,50000.0
Tata,Harrier,2007,158190,Petrol,Manual,Mumbai,846271.5
Nissan,Terrano,2023,112937,Diesel,Manual,Chennai,1133059.45
Maruti Suzuki,Swift,2006,144761,Electric,Manual,Kolkata,50000.0
Nissan,Kicks,2000,77282,Electric,Manual,Chennai,50000.0
Ford,Fiesta,2014,43998,Electric,Manual,Hyderabad,50000.0
Honda,Jazz,2024,185358,Petrol,Automatic,New Delhi,692196.3
Audi,A6,2017,85092,Diesel,Automatic,Kolkata,5117236.2
Nissan,Kicks,2001,148857,Electric,Automatic,Kolkata,50000.0
Audi,A4,2024,44780,CNG,Automatic,Bangalore,4493283.0
Mercedes,C-Class,2004,85939,Electric,Automatic,Mumbai,3957109.15
Honda,Civic,2023,174481,Electric,Automatic,New Delhi,573827.85
BMW,X5,2024,51063,CNG,Manual,Ahmedabad,7942340.55
Honda,City,2009,78285,Electric,Manual,New Delhi,238257.25
Nissan,Magnite,2009,198498,CNG,Manual,Hyderabad,50000.0
Toyota,Innova,2006,53735,CNG,Automatic,Mumbai,661939.75
Audi,A4,2002,29620,Diesel,Manual,Mumbai,3425557.0
Tata,Altroz,2004,113662,CNG,Manual,Ahmedabad,50000.0
Hyundai,Elantra,2020,134948,CNG,Manual,Mumbai,1129757.8
Tata,Nexon,2021,129886,Petrol,Automatic,Pune,630517.1
Mercedes,C-Class,2002,112994,CNG,Automatic,Chennai,3803050.9
Mercedes,S-Class,2020,68568,Petrol,Automatic,Mumbai,9789714.8
Hyundai,Verna,2004,22928,Petrol,Automatic,Hyderabad,50000.0
Toyota,Fortuner,2007,12556,Petrol,Automatic,Chennai,2648116.6
Ford,EcoSport,2014,111793,CNG,Automatic,New Delhi,253231.05
Tata,Harrier,2009,66371,Electric,Manual,Mumbai,910044.35
Nissan,Terrano,2018,6604,Petrol,Manual,Mumbai,949009.4
Hyundai,Elantra,2012,19525,Electric,Manual,Kolkata,647071.25
Mercedes,S-Class,2010,93853,CNG,Automatic,New Delhi,9305922.05
BMW,M3,2013,141826,Diesel,Automatic,New Delhi,6928726.1
Honda,City,2010,9669,Diesel,Manual,New Delhi,328549.65
Audi,A6,2023,104690,Petrol,Manual,Bangalore,5434296.5
Audi,Q5,2009,84949,Electric,Manual,Bangalore,5287257.65
BMW,M3,2003,17884,Petrol,Automatic,New Delhi,6497317.4
Ford,EcoSport,2015,13901,Diesel,Automatic,Pune,317914.85
Hyundai,Verna,2007,48941,Petrol,Automatic,Kolkata,50000.0
BMW,M3,2022,174043,Diesel,Manual,New Delhi,7323893.55
Mercedes,S-Class,2020,88794,Electric,Manual,Ahmedabad,9756680.9
Toyota,Fortuner,2001,108880,Electric,Manual,New Delhi,2383668.0
BMW,3 Series,2007,31048,Diesel,Manual,Hyderabad,3095342.8
Ford,EcoSport,2004,63036,Diesel,Automatic,Hyderabad,50000.0
Mercedes,E-Class,2013,125340,Petrol,Manual,Hyderabad,5831199.0
BMW,M3,2006,174433,Electric,Manual,Kolkata,6523835.05
Audi,Q5,2019,20312,Petrol,Automatic,Pune,5646953.2
Mercedes,C-Class,2020,128897,Petrol,Automatic,Pune,4730665.45
Audi,A6,2001,35436,Diesel,Automatic,Chennai,4324684.6
Audi,A6,2019,57805,Electric,Manual,Ahmedabad,5141329.25
Tata,Nexon,2012,168722,Petrol,Automatic,Kolkata,224691.7
Ford,Endeavour,2000,128148,Petrol,Automatic,Mumbai,1810777.8
Maruti Suzuki,Vitara Brezza,2004,108086,Diesel,Automatic,Chennai,50000.0
BMW,M3,2011,46149,CNG,Manual,Hyderabad,6793077.65
Toyota,Corolla,2011,83713,Petrol,Automatic,Hyderabad,437443.05
Nissan,Kicks,2023,166330,CNG,Manual,Bangalore,1155050.5
Ford,Fiesta,2003,59031,Petrol,Manual,Mumbai,50000.0
Maruti Suzuki,Vitara Brezza,2000,52028,Diesel,Automatic,Kolkata,50000.0
Audi,A4,2000,116654,Petrol,Manual,Mumbai,3232501.9
Audi,Q5,2008,143470,Petrol,Manual,Mumbai,5178479.5
Mercedes,C-Class,2010,19457,Diesel,Manual,Hyderabad,4217081.45
Maruti Suzuki,Dzire,2022,85342,Electric,Automatic,Chennai,517198.7
Audi,A6,2019,143630,Diesel,Manual,New Delhi,5278455.5
Toyota,Innova,2021,163569,Petrol,Automatic,Mumbai,1455464.65
Maruti Suzuki,Dzire,2002,142897,Diesel,Automatic,Ahmedabad,50000.0
BMW,X5,2009,64948,CNG,Manual,Bangalore,7240257.8
Tata,Altroz,2003,103283,Diesel,Manual,Bangalore,50000.0
Toyota,Innova,2017,28011,Electric,Manual,Mumbai,1245798.35
Maruti Suzuki,Vitara Brezza,2002,106719,Electric,Automatic,New Delhi,50000.0
Toyota,Fortuner,2009,101970,Electric,Automatic,Bangalore,2784704.5
Ford,Endeavour,2015,56081,Electric,Manual,Mumbai,2541587.85
Audi,Q5,2022,88116,Electric,Automatic,Mumbai,5936782.6
Honda,Civic,2021,107383,CNG,Manual,Bangalore,583892.55
Ford,Endeavour,2018,197173,CNG,Automatic,Kolkata,2620424.05
Maruti Suzuki,Vitara Brezza,2000,151033,Electric,Manual,Chennai,50000.0
Ford,Fiesta,2012,163023,Diesel,Automatic,Kolkata,50000.0
Toyota,Innova,2002,130930,CNG,Manual,Kolkata,400360.5
Audi,A4,2016,180650,Diesel,Automatic,Ahmedabad,4022902.5
Nissan,Kicks,2010,89708,Diesel,Manual,Pune,466543.8
Honda,Civic,2006,59192,Diesel,Manual,Mumbai,50000.0
Ford,Endeavour,2021,53872,Electric,Manual,Bangalore,2791919.2
Tata,Nexon,2000,53865,Diesel,Manual,Kolkata,50000.0
Tata,Harrier,2003,40273,CNG,Automatic,Bangalore,593959.05
Toyota,Innova,2021,21682,Petrol,Manual,Kolkata,1396747.7
Maruti Suzuki,Dzire,2007,143487,Petrol,Manual,New Delhi,50000.0
Hyundai,Creta,2005,95861,Petrol,Manual,Pune,435620.85
Tata,Nexon,2007,106187,CNG,Automatic,Chennai,50000.0
Nissan,Magnite,2016,111140,CNG,Automatic,Chennai,103329.0
Toyota,Fortuner,2016,120627,Diesel,Automatic,New Delhi,3131905.95
Honda,Civic,2017,101497,Diesel,Automatic,Hyderabad,254775.45
Audi,A4,2017,90746,CNG,Manual,Ahmedabad,4086388.1
Tata,Nexon,2004,154410,Electric,Manual,Pune,50000.0
Honda,City,2015,54569,CNG,Manual,Bangalore,541814.65
Maruti Suzuki,Vitara Brezza,2000,129688,Petrol,Manual,Pune,50000.0
Mercedes,S-Class,2009,122393,Diesel,Manual,Ahmedabad,9201641.05
Tata,Altroz,2006,113716,CNG,Automatic,New Delhi,50000.0
Nissan,Terrano,2019,90061,Diesel,Automatic,Chennai,966490.85
Toyota,Fortuner,2012,127198,Electric,Manual,Mumbai,2850920.3
Hyundai,Verna,2020,94838,Electric,Manual,Bangalore,685774.3
Maruti Suzuki,Swift,2001,120626,CNG,Manual,Bangalore,50000.0
Honda,Civic,2007,191197,CNG,Automatic,New Delhi,50000.0
Audi,A4,2001,24311,CNG,Manual,Chennai,3296353.35
Mercedes,C-Class,2013,73788,CNG,Automatic,Kolkata,4358931.8
Mercedes,E-Class,2008,27819,Electric,Manual,Pune,5665827.15
Mercedes,E-Class,2006,129626,Petrol,Automatic,Mumbai,5580556.1
Maruti Suzuki,Swift,2015,69335,Petrol,Automatic,New Delhi,139599.75
Toyota,Corolla,2011,97191,Electric,Manual,Kolkata,535421.35
Toyota,Corolla,2002,115463,Petrol,Manual,Pune,50000.0
Honda,City,2014,106638,Diesel,Manual,New Delhi,434004.3
BMW,X5,2004,120253,Diesel,Manual,Hyderabad,6931962.05
Hyundai,Verna,2004,11082,Petrol,Manual,Ahmedabad,50000.0
BMW,M3,2011,84150,Diesel,Manual,Hyderabad,6787377.5
Maruti Suzuki,Dzire,2004,85471,Diesel,Automatic,New Delhi,50000.0
Nissan,Magnite,2024,137550,Diesel,Automatic,New Delhi,579367.5
Ford,Fiesta,2023,63647,Petrol,Manual,Chennai,460452.95
BMW,X5,2021,187180,Petrol,Manual,Pune,7741923.0
Honda,Civic,2022,131304,Electric,Automatic,Pune,530304.4
Toyota,Innova,2018,134418,CNG,Manual,Kolkata,1229837.3
Mercedes,E-Class,2012,156876,Diesel,Automatic,Pune,5876468.6
Tata,Harrier,2012,152157,Electric,Manual,Mumbai,1097176.45
Maruti Suzuki,Vitara Brezza,2000,32793,Electric,Automatic,Pune,50000.0
Hyundai,Elantra,2017,85137,Electric,Automatic,Chennai,857229.45
Hyundai,Creta,2021,125929,Diesel,Manual,Hyderabad,1301110.65
Toyota,Corolla,2018,14415,CNG,Automatic,Mumbai,847837.75
Tata,Nexon,2012,176458,Petrol,Manual,Ahmedabad,223531.3
Mercedes,S-Class,2011,57900,CNG,Manual,New Delhi,9391315.0
Hyundai,Creta,2004,42134,Diesel,Manual,Mumbai,443679.9
Honda,Civic,2008,185540,CNG,Manual,Bangalore,50000.0
Honda,Civic,2008,173800,Petrol,Automatic,New Delhi,50000.0
Maruti Suzuki,Vitara Brezza,2005,114420,Diesel,Automatic,Kolkata,50000.0
Audi,A4,2024,159882,Petrol,Manual,Bangalore,4496017.7
BMW,M3,2011,112143,CNG,Automatic,New Delhi,6803178.55
Nissan,Terrano,2008,21949,Petrol,Automatic,New Delhi,496707.65
Nissan,Terrano,2020,73402,Petrol,Automatic,Chennai,1088989.7
Ford,Fiesta,2003,194225,Electric,Manual,New Delhi,50000.0
Mercedes,C-Class,2017,87241,Diesel,Automatic,Hyderabad,4616913.85
Maruti Suzuki,Dzire,2016,27761,Diesel,Automatic,Mumbai,215835.85
Honda,Civic,2009,94304,Petrol,Automatic,Hyderabad,50000.0
Honda,Jazz,2019,166372,Diesel,Automatic,Hyderabad,375044.2
Audi,A6,2013,177840,Petrol,Automatic,Pune,4873324.0
Tata,Harrier,2003,187233,Petrol,Automatic,Hyderabad,541915.05
BMW,3 Series,2022,6417,Diesel,Manual,Kolkata,3879037.45
Maruti Suzuki,Vitara Brezza,2003,21314,Diesel,Manual,New Delhi,50000.0
Ford,Endeavour,2009,127273,Diesel,Manual,New Delhi,2230909.05
Honda,Civic,2021,53670,Electric,Manual,Bangalore,511949.5
Toyota,Corolla,2016,52929,Electric,Manual,Mumbai,792060.65
Toyota,Fortuner,2001,138456,Petrol,Automatic,Ahmedabad,2249231.6
Honda,Civic,2009,175264,Diesel,Automatic,Kolkata,50000.0
Tata,Harrier,2008,13169,Diesel,Automatic,Mumbai,928024.65
Audi,A4,2011,122090,Petrol,Automatic,Ahmedabad,3801686.5
Toyota,Corolla,2023,30248,Electric,Manual,New Delhi,1125462.8
Toyota,Fortuner,2020,173192,Electric,Automatic,New Delhi,3274021.2
Honda,City,2007,182355,CNG,Automatic,New Delhi,152646.75
Toyota,Fortuner,2021,150615,Petrol,Automatic,Ahmedabad,3297407.75
Tata,Altroz,2022,147608,CNG,Automatic,Bangalore,507858.8
Toyota,Fortuner,2011,104251,Petrol,Manual,Pune,2734362.35
Hyundai,Verna,2016,40116,Electric,Manual,Chennai,493982.6
Tata,Nexon,2012,89964,Electric,Automatic,Pune,256505.4
Tata,Nexon,2006,82627,Electric,Automatic,New Delhi,50000.0
Hyundai,Creta,2011,37985,Electric,Manual,Pune,794302.25
Maruti Suzuki,Vitara Brezza,2004,106588,Diesel,Manual,Chennai,50000.0
Hyundai,Elantra,2001,17678,Petrol,Manual,Mumbai,117348.3
Toyota,Innova,2005,157261,Diesel,Automatic,New Delhi,676410.85
Toyota,Fortuner,2016,149461,CNG,Automatic,New Delhi,3107580.85
Maruti Suzuki,Dzire,2003,149558,CNG,Manual,Chennai,50000.0
Mercedes,C-Class,2012,54905,Diesel,Automatic,Chennai,4311764.25
Nissan,Terrano,2022,177776,Petrol,Manual,Pune,1123333.6
Hyundai,Elantra,2006,168941,Petrol,Automatic,Kolkata,274658.85
Mercedes,S-Class,2016,140035,Diesel,Manual,Kolkata,9528994.75
Hyundai,Elantra,2005,130082,Petrol,Automatic,Kolkata,280487.7
Maruti Suzuki,Swift,2005,153440,Electric,Automatic,Chennai,50000.0
Mercedes,S-Class,2018,134170,Diesel,Manual,Chennai,9609874.5
Tata,Harrier,2012,150734,Diesel,Manual,Bangalore,1077389.9
Maruti Suzuki,Dzire,2014,161340,Diesel,Manual,Bangalore,125799.0
Maruti Suzuki,Dzire,2021,8010,Petrol,Automatic,Mumbai,468798.5
BMW,X5,2001,169080,Electric,Manual,Bangalore,6844638.0
Maruti Suzuki,Swift,2008,35574,Electric,Manual,Chennai,50000.0
BMW,3 Series,2015,27094,Diesel,Automatic,New Delhi,3575935.9
Toyota,Innova,2021,149694,Petrol,Manual,Kolkata,1347545.9
Toyota,Corolla,2001,138742,CNG,Manual,Ahmedabad,50000.0
Ford,Fiesta,2011,69153,Electric,Manual,Bangalore,50000.0
Toyota,Fortuner,2013,107849,CNG,Automatic,Ahmedabad,2853822.65
Hyundai,Creta,2017,74881,Petrol,Manual,Ahmedabad,1058767.85
Toyota,Corolla,2011,82066,CNG,Automatic,Bangalore,537690.1
Audi,Q5,2015,189248,CNG,Manual,Ahmedabad,5471612.8
Ford,Fiesta,2004,155959,Petrol,Manual,Mumbai,50000.0
Ford,Endeavour,2012,11626,Electric,Automatic,Pune,2378256.1
Ford,Endeavour,2008,11418,Diesel,Automatic,Hyderabad,2118287.3
Mercedes,E-Class,2004,119648,Electric,Manual,Ahmedabad,5462052.8
Maruti Suzuki,Swift,2007,9857,Electric,Manual,Mumbai,50000.0
Ford,Fiesta,2021,100015,Electric,Automatic,Ahmedabad,404997.75
Honda,Civic,2011,98827,Diesel,Manual,Chennai,50000.0
Audi,Q5,2002,62700,Electric,Manual,Hyderabad,4810595.0
Mercedes,S-Class,2018,113428,Petrol,Automatic,Hyderabad,9662985.8
Maruti Suzuki,Dzire,2017,152723,Diesel,Automatic,Hyderabad,257091.55
Hyundai,Verna,2005,100062,Electric,Automatic,Bangalore,50000.0
Mercedes,S-Class,2016,48598,Diesel,Manual,Pune,9572710.3
Toyota,Corolla,2021,42064,Petrol,Manual,Ahmedabad,1023690.4
Maruti Suzuki,Vitara Brezza,2021,50043,Petrol,Manual,Ahmedabad,592493.55
Toyota,Innova,2011,167340,Electric,Manual,Bangalore,944899.0
Ford,Endeavour,2004,55138,Diesel,Automatic,Ahmedabad,1911729.3
Tata,Nexon,2009,131856,Electric,Manual,Ahmedabad,80221.6
Tata,Altroz,2002,119943,Electric,Automatic,Bangalore,50000.0
Audi,A6,2003,176266,Petrol,Manual,Mumbai,4393560.1
Mercedes,C-Class,2002,164247,Electric,Automatic,Chennai,3845362.95
Ford,EcoSport,2024,161800,Petrol,Automatic,Pune,745730.0
Tata,Altroz,2010,47827,Electric,Automatic,Ahmedabad,50000.0
Mercedes,E-Class,2011,90893,Electric,Automatic,Pune,5806366.05
Nissan,Terrano,2010,195250,CNG,Automatic,Chennai,520712.5
Nissan,Magnite,2010,177638,Petrol,Manual,Bangalore,50000.0
Maruti Suzuki,Dzire,2015,82288,Electric,Manual,Ahmedabad,167656.8
BMW,3 Series,2010,157314,Petrol,Automatic,Chennai,3226402.9
Honda,Civic,2017,117761,Diesel,Manual,Ahmedabad,232335.85
Nissan,Terrano,2012,58799,CNG,Manual,Bangalore,691180.15
BMW,3 Series,2016,39991,Electric,Automatic,Kolkata,3494001.35
Toyota,Fortuner,2007,183326,Electric,Manual,Ahmedabad,2622501.1
Tata,Nexon,2006,94051,Diesel,Automatic,New Delhi,50000.0
Mercedes,S-Class,2019,187430,Electric,Manual,Hyderabad,9721885.5
Honda,Jazz,2024,138536,Electric,Automatic,Hyderabad,649219.6
Toyota,Innova,2012,48764,Electric,Manual,Ahmedabad,892685.4
